tweet,label
lancejw113 so many hoes 128514128514,0
rt redtvvitter does my mewtwo make your pussy wet httptcow4zzhr6kum,0
 momma said no pussy cats inside my doghouse ,0
mattrbennett209 try some 2 chainz i heard he has some big booty hoes,0
rt seanprice this nigger tattoo show is horrible,1
kcsnowwhite7 samsaunders42 dont forget nappy headed butt ugly bitch whos married to a muslim,1
tracy morgans car wreck and the press was covered by zappa in the 60ssome joker with a brownie and yell see it all complete,0
it aint nothin to cut a bitch off,0
really craving my arroz con pollo y habichuelas right now,0
valerie91097 uhh messi trash  and im flattered but what was the games scorre,0
dani alves pulled off that hairstyle neymar just looks like a faggot,1
the chinks really hunting their food rt wwltv dog shot with arrow in no east httptcoq1kqt6stwl,1
joeylattime mawson38 americ00n thats just me rooting against a team i hate not banwagoning u retard u have a different favorite,1
omg frannyhilison pattiemallette ugly faggot your a bad mother you should kill yourself like robin williams,1
rt itsdc2x just texted my phone this bitch just blew my high,0
niggas wear wigs more than bitches these days,1
ronron12 its a song hoe,0
sheeple just like 128073sweetpotatertotoh those racist sexist teabaggerswho just elected these two old white men httptcox3bwnm3jii8221,1
rt nickpertile oh my goodness do i hate chinese people fucking zipperheads,1
8220tpthree westsideflee kekepalmer damn they got wifey 1285611285611285341285341285551285531285531285538221fall back nigga 128299 i dont share my hoes,1
rt kxngnandi 128175 i wish the bitch would  httptco6fm6uigkdm,0
rt cashhhhhh was deleting this pic until i realized a dike in the back ground dressed like a nigga with wedges on 128514  bitch im 128128 http8230,1
shefeelsdpayne hell naw he aint he the star of that team lol but im sure that white honkey called him a nigga,1
lnsightful ztsupreme uncr4fted yopapichulo omg no plz stop calling me an idiot are we in kindergarden you fucking faggot,1
the rich kids of beverly hills is trash and not even entertaining trash and why do they all look mid thirties,1
i got no pic up lines i stay on my grind i tell a bitch all the time bitch get in my car  i got my 64 ridin on dayton spokes ,0
brady heard yall say he was washed now he washing the league on you hoe ass niggas,1
rt whiteboicoleman stepping away from the twitter beef im going to bed cause i gotta be up at 5 gotta go be a redneck asshole at my us8230,0
i dont like you bitch so 128514128514 amp im having a party all weekend my momma going out of town,0
ayymartt bitch where you been,0
128563 rt kinghov1313 they recruited buku fags in here128563a warehouse is no place for them128530,1
 have you ever had sex ina cherry red vet witha fat trap niggah keep that pussy sooo wet 104335910432911041185 ,0
bitches be having a nigga but want to be another nigga wcw bitch it dont work like that,1
rt ddictedtohoes when a bitch twerking on you in the club and you peep the change in her pocket httptcoxqyjbkzanv,0
carelessone92 you styl gotta get dem tweets off my nig,1
my timeline looks thirsty bc all you basic hoes keep talking bout the same nigga that dont matter ctfuu,0
gotta love rednecks loud stupid stubborn and full o schitt,1
man i swear todays like nation hit tony while hes driving day this chink almost smashed into me,1
poloswagmaster if you go could you hook up the plant city faggots or,1
so niggers really believe phelps just smokin on a regular huh tell me now amp ill log off for the night,1
dyke bitches kill me thinkin they really got hoes lol,1
holder8217s justice department isn8217t interested in the facts in ferguson httptco7vh4typmht these race hustling bitches are disgraceful,1
aint been on this hoe all day haha fwm,0
that nigguh will never play football again,0
128588128591 rt 8220planetpob real men eat pussy8221,0
rt taxstone niggaz like all them naked bitches on ig pics niggaz dont love em,1
iowa is full of white trash,1
i know some ratchet bitches and they rep the north side,0
montearollin kayysavage i wasnt serious bitch 128514 bitch them niggas i named aint fuccing witcho ass 128514128557 we all just making shit up 128527128553,1
youre white arent you rolls eyes rt didntdonuffin dreaaalove rip to my nigga trayvon a worthless spear chucker,1
kmdk83 beautifulminedi hopes dis aint cause he colored cause i knows he be actin all nigga like,1
rt occdissent ann coulter admits on fox news that america has a negro problem crime tcot gettingreal,1
coreyroyalty hoes,0
8220darkkskys bitches be set hoppin like bitch get your life for u get beat up lmao8221,0
goes to olive gardenturns into a crackergiacier goes black friday shoppingturns into a nigger,1
a squad of dyke cholas fear nobody they worse than the cartel,0
i love fuckin wit people i be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like8221 nigga im shittin likea goose,1
bellaangeletti no ud still be a fag if i was lolz,1
gum drop looking bitch commenting on peoples looks,0
everyone tells me the exact same thing but i wont listen coon,1
rt einsteinparody waterproof lab coat in case i drown in the pussy swag,0
me complains about suburban white girlssuburban white girl youre a bitchme ok u literally just proved my point,0
buddy drug the whole train lmao good  extra ass hoes,0
ashez29 mskyleighmarie bitches 128530,0
scoutingforfifa theburntchip joelburtfifa jpizzlefifa eye witness joel is a faggot,1
we trash,0
marylene58 sunflower1790 shelliecorreia jan4usa no just a niggress that thinks shes human,1
lmao look at these hoes rt rarehiphoppic httptcolocexe8rcd,0
youngmoniee whats this chinks email im moving to china and slicing his throat,1
marclamonthill will you mention why being called nigger is wrongwitch i agree with amp bossy is wrongbut being called a pimp is still ok,1
members of nontraditional religions are all subhuman trash,1
only white trash watch football,1
joltng niger,1
rt luchiecapone 8220kik me8221 ass hoes rt mayasvritaa got an iphone but it8217s off ass bitches,0
joshhelton xbox live fags,0
not a fan of her guess im the minorityrt kfromtheg beyonc233 ratchet ass is trash rt vagitarian youre the anti christ kfromtheg,0
charlie and ron has constantly put out heat for their entire careers,0
rt yvngrvpvnzel sundy a old school ho tho,0
rt friendlyassh0le rt if u remember when steve from blue clues left us with that other bitch ass nigga joe httptcoaluy9eo3xk,0
zwaaad fag,1
samzbikowski cody is always calling people nigger hes a fucking spaz,1
2 beer queer,1
devin hesters a bitch,1
im in vegas bitches httptcojgpiw1kder,0
olevertybstard let a honky know man lol,0
rt suckdisdpiece69 im gonna rock out with my cock out and youre gonna jam out with your clam out,0
fuck you you pussy ass hater go suck a dick and die quick  someone to me in youtube comments i think wed be good friends,1
nigga just had them crackers on a chase,1
fuck ray rice someone crack that bitch,1
i dont hit women but id slap tf out a bitch no close fisted business though thats some cowardly shit,0
kirstynehbu faggot,1
defendwallst those little isis faggots usually have bags over their heads anyway makes bullet placement interesting thru a scope,1
rick is not a bitchthewalkingdead,0
rt halfricannnnn nigger,1
clicquotsuave i would dead upper cut that bitch,0
rt ugiycutie one two three four how many niggers are in my store,1
well gahdamn rt huhwhatsacondom wooooow 8220moesdeph good job mommy cutest thing blue ivy ever done she still an ugly nigger baby8221,1
theshardyrebel faggot,1
drfreezeburnn thats not bias its an objective fact that philly fans are cunts,1
brianarashae id like to rape the bitch that posted that,1
0o faggot,1
rickygervais boringamphack allah and mohamed are also against fagsplease mention them as welldid god take away your balls as punishment,1
twice divorced teabagger florida attorney general says marriage is reserved for stable enduring family units httptco9zwr3o33iu wtf,1
rt nandagorgeous rt if you like bmthadtrptvymasswsatlomampmaamiwbtfwcarmcrafipebvbwimbcssctensngdwaticaabfmvfobf8230,0
stuck up serious bitches are possibly the worst type of girls ever,1
rt ogkaykay yall hoes so annoying 128530,0
joltng niger,1
bigjim777 happy birthday you dirty little bird 128520 tear it up 127867127881127880,0
a7xdemery im a fucking fag they said,0
how i beat up the pussy httptco40yiw6e2ch,0
davethebrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high,1
8220longmoneytonyy vintagemonroe dont say shit else  just stfu 8221bitch we can do a lot more off this twitter shit you can come see me,0
whats so good about prom all i see is another faggot ass high school dance,1
stop sayin my gov name fuck wrong widd u bitch is u stupid,0
i told that bitch idgaf about a benz bitch,0
carelessone92 weeknd make muzik for the hoes b im tryna meet these women he be talkin bout,0
beesands10 but thats what you call white trash with money,1
what a fucking faggot,1
rt whisperdispatch charlie wearing the dont tread on me flag pin every dem should show up in congress in 2015 wearing that esqpoliti8230,0
follow a nicca on ig imyungjay,0
everytime i clean the room my mom tells me what bitch is coming over this time lmao what a dick ,0
hey rsherman25 youre a nigger racismisaliveandwellbro  learn from other blacks in the league on how to conduct yourself,1
accept your flaws and imperfections because thats what makes you you see im a fuck small dick faggot with parents who dont love me,1
slimgirlprobz das calld usen yo brain retard y would i whoop yo ass n front of da police,1
rt evanbecker513 lifeasstoner just hit it pussy httptco3tz7dyatfu whattheflocka,0
i hate when people have terrible coping skills and complain too much oh your mom died how about you stop being a pussy,0
cute teen gets her pussy flooded with160cum httptcojt6qxws0km,0
what ppl expect august aslina is a nig from new orleans,1
wyattnuckels grizzboadams shut the fuck up fag ill beat the shit outta you,1
chickencoleman if mccoy wasnt trash thats a td,0
hear the birds on the summer breeze i drive fast,0
no fucks given about the nfl draft its baseball season bitch,0
hoe ass nigga 128569,1
chicks love these ugly hipster faggots prolly cause they look like the dad that was never in their life,1
dont trust these hoes,0
yall out here fuckin other womens men risking ya life amp freedom but im out here single amp dolo with no bitch you gotta worry about,0
8220boojieque 128514128169rt webbmadethis lemme find out you niggaz letting bitches shit on yo faces8221 128557 niggas is weirdos,1
george michael such a fag,1
maggieburdis nickgoldapp lmao dude you are probably the biggest fag in nebraska 128514128514128514128514128514,1
rt taerhodes 8220kim92493 8220taerhodes kim92493 patpatbush uhhh youve been judged8221 it happens whitepowerill hang you nigger8221 wo8230,1
rt funnypicsdepot white trash warfare pt 3 httpstcozboiyjnfl9 128514128514128514,1
naw rt bakegriffin am i the only one mad that espn gonna be talking about faggot ass penn state all week,1
some of yall just popular cuz of yall name  these bitches be ugly,0
rt bitesblog pat martin is gonna show some yankees a thing or two at the james beard house tonight httptcocrwy99x7eq,0
i hate when people tell me i have to many tattoos and they make me look ugly like bitch fuck you,1
i need sum hoes ah sum cuz i wake up all i have is hella emails 128557128299 but not a goodmoring or goodnight text shit not even a single text 9995128529,0
people are fucking retarded lol,1
he pussy whipped without getting the pussy rare 8220itakeovertls paperchaysin lmao he gotta snap out of it8221,0
uncle tom hypocrite httptcocyc9madjpq,1
herfarm steveworks4you thedemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe dummies,1
4 old hoes a ponk and a dyke outchea having girl talk,1
rt yoshortyma ill kill this bitch no hesitation httptcouxepa9lvi5,1
anniec0429 ugly white bitch,0
u got niggas an i got bitches 127911,0
if i dont unwrap a big booty hoe today im going rio be outraged,0
this nigga over here telling me he dont fuck with this bitch  when he do 128553128514128514 or maybe she lying lol,1
samross58 its parseltounge not basilisk you fucking pussy get it right,0
fucking gook,1
rt gmbace if u wife a bitch den she represent uso dnt wife da wrong bitch,0
evanbecker513 triggaplease morbidmermaid zooyorkinit shayisdabomb rainbowblake because shes a nigger,1
brrrrangadang this nigga 128529128529 know damn well you a coon,1
sonnen is a faggot,1
kaeejones the bird gone run from your ass,0
i love asian bitches,0
i hate when girls say im single but my heart is taken bitch that nigga dont love you hoe move on,0
jewelsanddrugs9 ladygaga madonna lmao madonnas music sucks yeah youre fucking stupid if you think gaga is better retard,1
stevestockmantx hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it they love stupid people,1
imtoblame you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a twitterhoney,1
guys i just walked into an office and the secretary has a bird looks like i may just find out for myself httptcot9u4vgwjwv,0
theres a green bowl high a spliff high a j high a blunt high a moke high and a moke  coffee high,0
so many hoes whipped you would have thought we were still in slavery,1
softestmuffin tee13 torahblaze at the end of the day they call yo dumb ass monkey pickananny hoe but u luv them white devils,1
call when you grow up if you live that long sorry for parents with such poor skills they got you fuckslums veritaz old bitch,0
officialskai dont tell me what to do fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot,1
8220dickfurari hell ya they should make more malt liquor ads like this httptcoh0jgortnf88221 dis be heaven fo a colored man,1
excuse me heres your nose i found it in my business hoe,0
roses be redorchids be bigger donts tell yo daddyyou fuckin a nigger vddie,1
8220xoxohayleyy savageater i think if my girlfriend were to get locked up shed be the first one rapedpussyreally bitch99951285308221really swerve,0
big squawk q when will dfl dump ryan uncle tom winkler  not going to happen bergbleat onmngop proud stribpol mnleg,0
seeing ugly bitches get pregnant lets me know that nigga swill fuck anything with a pussy alcohol is no longer the excuse you was pressed,1
rt gordonshuckrow can you call someone a racist then call them white bitch in the same sentence without losing credibility franchein8230,0
rt imtiaralesha i never had a nigga taken from me 128564128514  in order to take him from me he must not return 128526128520128541  keep that in mind bitch 128129,0
stephyrae7 faggot,1
do you think all the rice fags are at mcdonalds,1
illneverunderstandwhy anyone from jersey shore is famous i should go be a guido shitbag if it means money for my family,0
chandailbailey steezeyflow hunturpls you need to accept the fact that youre both hipster faggots,1
8220joytooawesome i think this hoe pressed or some shit 1285338221righttt how many times we asked where they beok,0
i wish a bitch could,0
thedarius boy i was clean in them bitches,0
brenddan wow are you comin back up here 128514128514128514128514 they some bitch niggas,1
i coulda sworn i was the last bitch on tunchi ig 128129999665039128536,0
high thenna bitch thats y im tweeting,0
itakeovertls home of that one hoe katrina,0
talking crazy over the internet is the same thing as doing it in person dont try to be buddy buddy with me later on faggot fuck you,1
rt kinglekan90210 all the hoes know each other 128514128553,0
rt kingdaddy001 that bitch got a red cootchee rover and shit 128514128514128514128514128514 erykahminor,0
jennybaquing so terms like honkey cracker peckerwood and stereotypes of white people fucking their kids and sisters isnt racist sweet,1
oh yahweh your hand is upon me your shadow hovers over mefor your sake the house of ysrahal mock me all day long httptcowxes0dqrp9,0
who the fuck you callin jiggaboo nigga,1
ayy carlton is a ghetto school now switchedatbirth,1
sweetakin only rich white liberals know whats best for black people if they dont see that theyre obviously uncle toms,1
rt sheemteam97 fuck the islamic state we will kill those cunts127468127463,1
slothng i can guarantee a few things youre white youve never been anywhere near a real ghetto you or a relative is a pig 100,1
man i do have hoes and they are all in the same location 128589,0
pornandroidiphoneipadsexxxx  desi  spicy oriental paki brunette sucks an un httptcoorp642pomf,0
kyleefagnola call him a cock blocking faggot,1
if she aint talkin to you  then who she talking to  cus you know bitches cant stop talking trustissues,0
my grandma used to call me a porch monkey all the time come to think of it she did refer to a broken bottle as a nigger knife 128563,1
whiteangelss84 y dont u end us monkeys then u hate us because were better than crackers amp i love it deep down u know weve done nothin 2 u,1
fucking christ i hate tutors and tas you literally get paid to teach retards to stop picking their nose get the fuck outta my face,1
i fucking hate you niggers bruh httptcooetk4f94bo,1
fat ass inbred rednecks like paula deen are breed that are going extinct i mean look at that woman i would hate to be her scale,1
they gotta sell they ugliness 128514128514 8220badiam ugly bitches be the most stuck up  like bish what 100671285531285141285148221,0
watch out nigger lovers you day is coming httptcozv1cpk1iy8,1
boyyyyy if i had a bitch who pussy taste lil mamas spaghetti that would b 1 happy bitch8230 httptco2qy0dqokmg,0
goes to olive gardenturns into a crackergiacier goes black friday shoppingturns into a nigger,1
espinosa32 youre a bitch,0
rt tazheadorn yall ladies ever have on a tank top or something   amp like one of your nips was just chilling outside the shirt and you d8230,0
you know how many hot bitches i own,0
rt divamonroe2uhoe niggas always wanna talk about how god is against gays what about that pussy you was eating last night aint god ag8230,1
rt salaayah i let ma chain hang lowtwo chainsgold all in ma chaini keep a chain ana hoeniggas staring at ma chai8230,0
officialdcole you gonna be 33 years old with no bitches watchlol,0
rt welldamndymo if you cant see when you have a real woman by yourside through thick and thin then maybe you do deserve these hoes  si8230,0
rt georgekelleyjr if ur 20 and still need ur parents permission to do stuff ur a little bitch growup,0
8220myfishdied you dammn weed potheads are annoying af on twitter8221 weed and pot are the same thing faggot,1
think i should change 9733doctors advocate9733 to cunt that goes mental hmm,0
markroundtreejr lmfaoooo i hate black people httpstcornvd2nlcdr this is why theres black people and niggers,1
rt pocapetite stick by his side and dont give his pussy up  ,0
bigksmoove them hoes look good,0
mattchu22 ryanriehle ill do that if you agree to take your ethiopian starvin looking nigger ass back to africa buyfoodlittleguy,1
rtcommence carpet bombing all iraq soldiers in this video httptco7old2edb1r executed by jihadis from tunis httptco02e1ceoe3z8221,1
addicted to pussy poppin,0
some lying ass hoes lol,1
deeznutsdoe id hate feeling like a faggot too punk ass hoe,1
i got these 5 dominican hoes that randomly hit me up every so often amp cant tell if they like me or tryna rob me,0
johnny3 hpguilty trash aint it,0
the thing about working with black people these bitches never on fucking time then wanna complain about a short check bitch dietoday now,1
niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags,0
couldnt pull my nigga in ya wettest dreams hoe128526,0
rt papirawaf im a pimp tho no limp hoe,0
as soon as we left iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up pisses me off,1
yankees marines1994 daggone it twins kick it up a notch time to beat the yankees,0
yall bitches wanna be so different and yall really so basic128553128553128553,0
mikecheck123 the favorite drink of white trash everywhere,1
police niccas tryn raid da trap,0
make up artists  cover up for selling pussy or second gig for bartenders or students,0
california is home to skater trash,1
rt alfanolisa chris1791 mariachappellen gee isnt cracker a racist term so tired of these race baiters,1
nothing is too spicy and if it is1 stop being a fucking bitch2 eat more of it3 cry you fucking pussy,0
we aint gon talk bout yo partnas cuz dey aint shit like my niccas,0
wave 127754 or get splashed 128166 on splashgang ya bitch you,0
rt johnnyfootbali saw some bitch texting and driving so i rolled down my window and hucked my beer at her johnny fuckin patrol keeping t8230,0
whochrisjones whyyousoshort who is dis crack ass cracker,1
im not defending ray rice but that double standard is a bitch aint it httptcoplkfb3lnem,0
rt mikedevrnja 8220savannaasanford sucha hoe8221 gayd69,0
patrickstpierre youre a fucking faggot,1
brooo chinese sounds goooood then a hoe rn but my momma making carne con chile so i guess im gucci with that 128527128076,0
nigga just had them crackers on a chase,1
wen yu see uh bad bitch n wanna holla say ayyy,0
lilthickgawdess salty pussy,0
tupacselenas bitch smd,0
rt makeupsex trash talked by many  hated by some   guess how many fucks i give  its less than one ,0
princesslexii16 fucking coon,1
rt trackinblackkev michelledbeadle shut the fuck up dumb bitch,0
rt twerkn4boba  fuck you say bitch i will kill you  httptco3eigzh6q13,1
anellesofia i didnt call you a bitch i just saiddd bitch jeesh,0
rt cp24 reports say female victim was shot while waiting for an oreo mcflurry,0
bonnoxxx nah she said you a fag,1
they should have never gave a cracker a transmitter realdjtv will flip when he sees this httptcocycdbhbxkq,1
arbogucci guys not supposed to get their ass sucked queer,1
8220therealmfast i hate this shit like why yall bitches think thats cute httptcouxszexguju8221lttotal clothing violation,0
i love bad bitches it my fucking hobby and yeah theyre on all fours like a fucking doggy,0
rt timraw was crazy about hergot to know hershe was a bitchfelt betrayed by my judgment,0
ciscoallday why she a hoe we know about 5 dudes that hit kim 5 these hoes out here doing that in a week,0
austing1135 i do not like talking to you faggot and i did but in a nicely way fag,1
deadjake i just cant stand how people get all fucking amped about it especially whiny bitches that even get scared at it,0
1996 and 1999 world series rematch yankees braves,0
i got my eyes on this red bone,0
photo bad bitch ladykimora your favorite vegas socialite 127932127932127932127932127932127932127932127932 dragrace dragqueen ladykimora httptcohdd8tbmyaj,0
this white bitch tried to set me up for a racial war  lol bitch its impossible im smarter then you,1
rt sammiboyden fucking james tried to tell me jawga boys sucked i went ape shit dude savanigga officialdthrash jawgaboyz,1
this guy toksvisions is in here singing negro spirituals n shit,0
cute ass niggah httptcoh0sqoptyfx,1
my bitches not average spend money i got it ya girl want me she gon get fucked aint no askin,0
davethebrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high,1
capodaasshole alejandrobihhh lmaoooo beiber get these hoes wet big bro im tryna tell you,0
rt xochinadoll you hoes are lost,0
ianbmaggard lol  all the kids that act redneck in oviedo,0
i wasnt calling you a faggot but you are one lol,1
the thing about working with black people these bitches never on fucking time then wanna complain about a short check bitch dietoday now,1
heyyayled do i have to repeat myself u white trash,1
bad lil bitch aint never seen her,0
whops jamaicajones yardie go smoke a blunt and tell a nigga to come through you are stressed,0
i dont want to deal with yesterdays trash theres a reason it got thrown out in the first place,0
stevemaxboxing thats what the little egotistical bitch deserves his head is huge for someone who gets kod when the wind blows,0
tastemylips57 she like imma stop talking to you because you vibing in them headphonestalk to me and come get this pussy in other words,0
rt frankthetank215 there might be a couple cotton pickers on the spurs but they all play unselfish white man basketball,1
ashleyasatu lmaoooo im calling her a hoe and im mad shutcho uglass up,0
broke bitches make me sick,0
dear utah polynesians again stop acting black and speaking ghetto speak fob you aint no ghetto niggaz,1
rt xdsmooth the way this niggah just flinched at this movie was priceless 1bookieg,1
having spent the whole of catching fire telling the bitch next to me to put her phone away i am now battling the masses so i can buy milk,0
wyattnuckels insecure much put all you insults in one tweet fucking dumbass dude id wreck you you faggot,1
i really committed to fucking with the richest of bitches,0
westwestyall phampel woohoo new black kill cracker babies panthers to the rescue racist trash thugs ferguson fergusonriot,1
hey my folk this nigger loving jew boy deuterostomes asked if i was making death threats against his goat fucking people fuck him,1
when you catch yo bitch sending nudes to another nigga,0
awk u dont like your own nephew  cousins bc our race lmao broke ugly bitches fuck them we dont need them,1
hoes thnk they won when the nigga thats ridin the fence start givin them a lil attention what u won hoe a wishywashy ass nigga oh,1
rt mdizzle9000 this dumb bitch saidrt msvavavoom no matter what a man says the only way hell truly respect you is if u hold out sex,0
rt funsizedyogi theblackvoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho8230,1
real niggas treat me with respect and youre a pussy nigga,0
i hate a ol fat disgusting walmart working ass bitch,0
you like them bitch niggas,1
jzolly23 also is search of dirty white trash hookers for the weekends,0
charleeredz13 your gay stfu dumb monkey,1
rt thefuckery 187xo  you messin with broke niggahs you gon be broke niggah 10433231043323104332310433231007165039 nigga preeeeeeeach  ,0
why are some people such faggots like were you born that way or are you just that big of a douche bag,1
tonight starts the road the super bowl for the browns here we go brownies here we go woof woof browns2014draft,0
rt femshaveballz you can no longer run a business n america unless its deemed acceptable by 1 political group of retards known as democr8230,1
gonna shower for the sole purpose of shampooing my beard,0
i have such a horrible perspective of time i think i might be retarded smh,0
rt feelinyurthroat dont watch me you beta watch your bitch nigga,1
passing up on mad hoes just to give him what he want,0
game 128 preview houston astros at new york yankees httptcoughvrrdirz,0
caymarieee bitch ion got no attitude 9995128514128557 sorry hoe im shaded rn,0
send that bitch a smiley face bitches love smiley faces ,0
officialskais kill yourself ugly ass monkey looking shit,1
rt 2liveque so yall just gone look past the fact that this bitch sucking a dick cause her edges laid i swear hate you bitches 128530 http8230,0
not just exist but contribute and contribute to things they themselves enjoy that often its a queer person behind those products,0
washing my coon hair,1
i got money and hoes money and hoes,0
bitch my vagina is a little more resilient than that rosestokoe,0
sonnen is a faggot,1
fuck that hoe thats exactly what dese hoes doin gettin fucked nd yall niggas the one to blame,1
brookbristow bigassmoustache people gotta bitch about something,0
espn keep hiring these dyke bitches and gay spanish niggas to talk sports,1
128514 8220bossmobbe racist all month  fuck u honkey8221,1
rt greshammajor u tell us you fuckin barbarian rt typogawd does pussy juice really help ya beard grow,0
ankles 1281281285148220sainafaal 8220martianmulah hood bitches with long weave is the worst thing ever8221 weave that be touching their ashy ankles 1285678221,1
rt younggizzle you bitches selfish  yall want fathers day too damn lol,0
lcxancilleri faggot,1
pull up on my ex make that bitch mad,0
rt bigpoppadot ill never think a bitch is all mine,0
8220alexadelsanter this is awkward u fag corleyhuff vitchhhh httptcohudoha6yqe8221 wonder whos awesome tank that is 128522,1
englishbrit123 sounds like a good idea but i want my word to be spread jews niggers and commies alike,1
jjloveup tranny,0
rt steiny31 peace bitch httptcomekv4wyjvq,0
rt 1stblockrody this bitch always in my pocket 128073128530,0
titan4ever2488 some mets fan tried telling me rivera isnt of the best yankees of all time because he is just a closer wtf,0
iggy wanna be black so bad ur a white widow hoe,0
you poor soul rt vicd713ent cuz fat bitches the only thing that i like,0
rt jimnorton the only thing more irritating than donald sterling being a cunt is adam silver continually apologizing for him,0
jaibrooks1 faggot,1
8220kittyhello14 imyungjay 127850127850127850127850127850 bitch ass nigga fuck you  1280791280791280791280791280791280771280771280771280771280778221 lt these hoes aint got no manners realtalk,1
think its okay to take my property and break it fuck you bitch,1
faggots are merely a scientific indicator that something is wronggt do not celebrate as unique indiviuals for they are cancergt,1
posted a new song guala httptcotbpouto6zr httptcoy1rpitkiaf,0
rt josephtheflyguy loyal pussy is best pussy  cus u know thats all yours ,0
rt russnelligan karynpolito declares victory by introducing our next governor charlie baker charlieforgov wcvb httptcohykwrvd8230,0
rt jbsoprano young ns act hard and all the bad bs grew up to be trash broads jaetips,0
cant find my bc powder  ill just chug this childrens advil,0
thank you charlie charlie4927 stacydmomof5 cantucimblonde revkahjc pattism74 kacado,0
huntermoore happy cuz i woke up white and not a nigger,1
older black guy at factoryi know none of these coons i work with tipped so heres 15he was right too 128514128514128514,0
rt missvain lmfaooooo gtrt sirturn3r lmaoo thats what u got from this rt waddupivy dougie be yamming the coon all that beat boxing 128553,1
look at this little faggotkellz622 tell her shes beautiful as much as you can itll make her smile,1
rt jaimescudi niggaaaaaa why these bitches trip so hard over a nigga when will they realize theyre gonna grow up amp regret the fool,0
rt mxllxvv vivalajuicyy69 gt tragedy smh rt mxllxvv niggas dont know you but will throw dirt on your name for the pussy you h8230,1
everybodys favorite phrase to try and end an argumentyou do you and i do me lmao faggots,1
if someone is part of james x then hes a white trash cultist,1
lets play what will the ghetto white girl with neck tattoos in front of me buyif you answered cigarillosyouve seen this episode b4,0
ayy carlton is a ghetto school now switchedatbirth,1
brwnskinbeaute ahh im too much of a bitch to live off campus i get lazy and wouldnt want to drive home ,0
if yer gonna continue to be a contrarian bitch go die then ive no time for such trifling,1
coffincreepxx you had to throw in the faggot word smh smh smh,1
i dont want no boof hoes or no burnt girls ,0
rt gezzy504 niggas dont mind sharing hoes,0
dolphrudager you dont have any kids what are you one of them queers,1
rt kristajaymfc no mom im not dramatic immature i just have fucking mental problems and youre a bitch and a cunt,1
everyone tells me the exact same thing but i wont listen coon,1
sbsylvester cblaze bitch what meet up at plano senior high school or vines i got some shit on my chest am going take it out on yall,0
the intensity of my bankhead bounce as i said we know these bitches cuz we be traveling,0
i cannot be worried bout no bitchcause i know a bitch could be somewhere sucking a dick ayeeee,0
evandmyers nineinchessoft you have a redneck attitude the same people that think benghazzi is real think fox fake nws is real your one,1
rt castabignet some people are handed a bar of gold and all they can do is bitch about how heavy it is,0
stfu boris fagjo rt maxinbetha cause he a faggot makes sense now right rt channymaraj bran prolly real nurturing lol,1
rt tanktopshotta a real nigga gone teach his bitch the game not run it on her 128582128130128520,1
rt alfanolisa chris1791 mariachappellen gee isnt cracker a racist term so tired of these race baiters,1
atblackface mrmooncricket uncleunco bobbybotsods fuckthemallcops racistnegro69 ape fuck u broke ass racist,1
boss ass bitch remix 128514128514128557 httpstcojxgbwz8bho,0
rt n1irving 9749128056 this isnt tea anymore chickencoleman how do bitches peep everything but still getting cheated on something not addin8230,0
clinchmtn316 sixonesixband america today the rule of thumb is when in doubt blame whitey,1
well catch them hoes later stay on ya grind,0
calling out teabaggers conservatives on their bs httptcol8qx8rmjrg via youtube,0
therealrickyb21 jetsandaswisher gook yall come through the frontbitch i aint coming,0
domworldpeace oh nab def not that easy you may not know nor believe this but im legendary for curving pussy lol guilty pleasure,0
bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead beamthat bitch i know where you reside,1
so yall hoes still surfboardn in the tub or nah,0
peter pan that ho never land that ho,0
rt brooklynnmsb it aint nothing to cut that bitch off 128076128129,0
heyyayled do i have to repeat myself u white trash,1
i been in this hospital since 6 im just tryna stay awake for 2more hrs then i can sip this dusse and party with the rest of the coons,0
charlie kimball i had nowhere to go httptcox5gyz46kot indycar mavtv500,0
my car so wet my bitch so wet when i drive i car pool,0
rt hornyfacts your opinion is irrelevant because you are a cunt,0
your pathetic plan failed enjoy my phone you fucking monkey let me see your ass at benton park you wanna talk shit ill carve your face,1
rt erikcochrane tonydecola 128514128514 my nig,1
yourdudeferg like a tree in this bitch asshat,0
someone shut this beaner up please,1
they trynna hoe geno td throw,0
fuck mlk 8220antsoo305 8220vonteeeeee why does lexii keep favoriting my coon tweets 8221 mlk didnt die for this8221,1
druggys with hoes again gotta have the dopest video ever 128553,0
niggas be in they feelings when they find out their hoe fuckin another nigga stopsavinthesehoes,1
mariancristinax you a fag b,1
double stuff oreos mane say,0
dad called me a border hopper,0
kiss imik this bitch just added another 50 seconds to her story i think its a new record,0
